Review,Rating
"30des2017Dipenghujung Tahun 2017 ini kami sekeluarga berkunjung ke Gereja Ganjuran ini.. Tempatnya sangat2 Nyaman, Hijau, dan Teduh.. dan anak saya amazed krn Pertama kalinya melihat Gereja tanpa sekat hanya seperti Pendopo tetapi sangat Nyaman. Di dalamnya terdapat Candi HATI KUDUS YESUS dan Mata Air yang tidak pernah habis.. sangat2 menyenangkan bisa berkunjung kembali. Semoga setiap kali kami berlibur ke Jogja, kami bisa selalu berkunjung kemari.. ",Bagus
"Ini adalah tempat wisata doa, tidak hanya umat katolik yg datang, bahkan warga Muslim pya datang ketempat ini. Gereja dengan Candi berisi patung Maria. Berdoalah sebelum kamu didoakan. ",Bagus
"Gereja selalu yang aku rindukan ketika ke jogja, selain nyaman dengan pohon pohon yang hijau suara burung yang semakin membuat saya betah untuk khusyuk berdoa.",Bagus
"Suasana yang tenang sangat mendukung untuk berdoa n berkontemplasi kepada Sang Pencipta, bersih, nyaman infrastruktur yang bagus, mudah dicapai dari Jogja, tempat favorit untuk berziarah ",Bagus
"tempat yang menjadi salah satu andalan kalau ke jogja. Tidak peduli seberapa jauh, dan sangat tenang. Berdoa di sini bisa gak kenal waktu karena sangat nyaman sekali.good place for good interaction with Jesus",Bagus
Kurang lebih 1tahun yang lalu datang ke gereja Ganjuran yang terkenal ini setelah 13tahun saya berada di DIY. Momen dimana sahabat saya mengikat janji suci pernikahan. Bangunan gedung yang sangat kuno penuh sentuhan jawa dan inilah satu satunya gereja yang permah saya datangi dengan suasana pendopo. Tidak ada sekat pintu layaknya gereja pada umumnya.. Gereja ganjuran sangat terawat dan teduh walau suasana jogja diwaktu jam 10an itu panas sekali. ,Bagus
Tempatnya nyaman sejuk wisata rohani... ada candi Hati Kudus Yesus...ada jalan salib juga..buat lebih mendekatkan diri kepada Tuhan Yesus,Bagus
"Memgunjungi tempat ini seperti mendatangi suasana desa yg tenang, nyaman damai dan sejuk. Ini adalah sebuah Gereja Katolik yg di pelatarannya terdapat candi tempat berdoa secara khusus. Meski banyak sekali pengunjung, bahkan non Katolik pun banyak, suasana tertib dan adem tetap terjaga. Aura doa khusuk membuat suasana berbeda dg hiruk pikuk tempat wisata pd umumnya. Toilet pun sangat bersih dan banyak. Parkir tersedia diseberang Gereja. Banyak sekali bus dari luar jogja terlihat mengunjungi Gereja ini. Sungguh sebuah tempat yg menenangkan jiwa.. ",Bagus
"merasa Tuhan hadir saat berdoa di tempat ini, hati lebih tenang, jiwa lebih damai saat berdoa ditempat ini...",Bagus
Gereja ganjuran ini sangat tepat sekali untuk berkontemplasi dan mengheningkan hati yang sedang kacau dngan meminta tolong pada Tuhan,Bagus
Gereja Ganjuran adalah salah satu gereja yang selamat dari gempa saat menimpa kota Yogyakarta dan menjadi pusat pertolongan korban gempa. Saya beberapa kali mengunjungi gereja ini untuk berdoa di Gua Maria yang selalu ramai.,Bagus
"Gereja Ganjuran berlokasi dekat rumah sakit, tempat parkir memadai, ada panti asuhan anak, ada tempat doa khusus, dan ruangan gereja model pendopo yang terbuka",Bagus
"Lebih sering berdoa di Candi dan kapel Adorasi nya, semua doa terjawab. Mau sedih, susah, senang selalu ingin kesini. Ibu saya dulu hampir tiap pagi selalu mampir kesini untuk berdoa.. Suasana tenang, tempat nyaman... Sangat terasa sakral.",Bagus
"Berdoa di Gereja Ganjuran, kita akan merasakan kedekatan dengan Sang Pencipta. Terdapat tempat untuk mengambil air suci sebelum kita berdoa, airnya sangat jernih dan segar. Tempat doa yang berbentuk mirip seperti candi, menggambarkan akulturasi dengan budaya lokal. Ada jadwal misa rutin setiap harinya. Untuk menuju ke Gereja Ganjuran tidaklah sulit. Banyak transportasi umum yang bisa menuju ke sini.",Bagus
"Gereja Katholik. Gereja yang bisa dibilang umum untuk berdoa, merenung dan saat teduh. Suasana sunyi dan teduh membuat nyaman saat kita memerlukan keheningan dalam doa.",Bagus
"Bila berkunjung ke Gereja Ganjuran, kita disuguhi suasan gereja yang bernuansa jawa. Bentuk bangunan gereja seperti joglo yang terbuka penuh dengan ukir-ukiran yang indah. Di samping gereja terdapat candi yang dibangun pada masa penjajahan Belanda. Candi ini dibangun sebagai ungkapan syukur karena berkat melimpah dari Allah.",Bagus
"mendatangi gereja ini seperti di puaskan untuk menikmati kedamaian,tentram dibuai oleh keindahan bangunan serta alunan gamelan. beberapa kali saya mengajak teman teman saya untuk kemari sebenernya ingin mereka ziarah ternyata setelah kesini mereka akhirnya menemukan jodoh, sesuatu yg sangat saya syukuri, saat misa pagi saya menikmati sapaan hanggat serta orang orang jogja yg murah senyum dg pakaian khas mereka, tempat ini saya rekomendasikan bagi teman teman yang sedang mencari sesuatu dalam hidupnya apapun itu jangan takut untuk kembali menyapa sang pencipta",Bagus
Kalau pernah hadir di tempat ini saat gereja lama ada (sebelum kandas oleh gempa) pasti akan selalu beda hawanya. Bangunan baru ini sangat njawani dan terbuka. Menjadi tempat ziarah yang cukup terkenal di Jogja.,Bagus
"Suatu tempat wajib bagi saya untuk didatangi bukan hanya sekedar datang dan berfoto - foto tetapi lebih dari itu tempat ini memberikan ketenangan jiwa, batin, dan raga dengan ritual mandi sebelum bertemu Gusti Yesus sehingga badan menjadi bersih dan merasakan kita berbincang dengan Yesus sendiri.Sangat Luar Biasa",Bagus
Ada ketenangan saat memasuki area gereja ini. Banyak patung2 dan properti yang ditunjukkan...sangat mengharukan melihatnya. Kita langsung teringat akan cerita Tuhan Yesus di alkitab. Apalagi ada suara musik Jawa gamelan yang mengiringi kegiatan di gereja ini.,Bagus
"berada di tempat ini membuat hati tenang dan damai, jauh dari keramaian. walaupun jauh dari keramaian namun lokasi ini mudah dijangkau. siapapun boleh datang berkunjung ke tempat ini tanpa terkecuali.",Bagus
"Tempatnya sangat nyaman dan khusuk, dan ada candi dimana ada patung Yesus dalam rupa jawa, sungguh tempat yang unik, dimana tersedia juga misa dalam bahasa jawa, dan terdapat banyak penjual souvenir.Berharap bisa kesini lagi dalam waktu dekat.",Bagus
Gereja yang unik dengan candi yang digunakan untuk beribadah. Suasana yang tenang dan dingin sangat mendukung untuk beribadah. ,Bagus
Gereja Ganjuran telah dikenal oleh umat Katolik di Indonesia sebagai tempat ziarah yang bernuansa jawa. juga terdapat sebuah candi bergaya Hindu-Budha-Jawa sebagai tempat berdoa.,Bagus
"Gereja Ganjuran yang ada di Bantul adalah Gereja Katolik yang di kenal dengan sebutan Gereja Hati Kudus Yesus, Ganjuran. Karena gereja tadi berlindung pada Hati Kudus Yesus maka untuk berdevosi kepada Hati Kudus Yesus, di halaman gereja tadi di bangun sebuah Candi yang unik karena di dalamnya ada patung Tuhan Yesus dengan memakai pakaian kebesaran raja adat Jawa. Yang lebih unik lagi di ujung halaman di sediakan Kamar Mandi, dimana kalau mandi disana airnya bisa langsung kering tanpa harus dikeringkan memakai handuk. Awalnya saya tidak percaya, tetapi setelah membuktikan sendiri ternyata memang benar begitu. Silahkan coba sendiri.... Aneh Tapi Nyata!",Bagus
gereja ini menjadi tempat wajib keluarga kami ketika berkunjung ke Yogyakarta. Gereja ini sangat tenang sehingga kita bisa berdoa dengan lebih bersungguh - sungguh. Di sini juga terdapat sebuah bangunan yang mirip seperti candi dan kita bisa memohonkan permintaan kita di sana.,Bagus
"Kami datang pertama kali ini dengan keluarga kecil kami saat liburan sekolah bulan juni 2016. Pertama kami masuk, saya langsung masuk ke gereja dan terpana dengan arsitektur jawanya yang khas. Gua maria yang terletah di belakang gereja..lebih membuat terpana karena unik ..berbentuk candi hindu , tidak sempat doa di gua maria karena antriannya panjang..",Bagus
Untuk kesekian kalinya masih diberi kesempatan datang dan berdoa di gereja ini lagi...setelah sekian lamanya tdk kesini...jd inget jaman KKN dulu...ya 7 taun yg lalu dah..tempat ini penuh kenangan...akses kesini juga mudah..parkiran cukup luas...dan disini jg sdh ada yang jual pernak pernik doa...meski harus antri untuk berdoa di candi...tapi tetep aja no problem...mulai dr temen..pacar...mantan pacar..sampai orang tua sdh pernah q ajak kesini......saat saat kangen kenyamanan kota jogja...ini salah satunya buatku,Bagus
"Gereja dengan sentuhan etnik yang sangat cantik, suasana di gereja ini sangat berbeda, ada patung Yesus yang diletakkan di dalam candi. Patung-patungnya pun terlihat berbeda dan unik. ",Bagus
"Gereja katolik Ganjuran memang indah. Bangunannya Joglo Jawa . dibelakangnya ada bangunan Candi. Halamannya luas. Banyak yang berdoa didekat Candi seusai Misa. Mereka berdoa dan memasang lilin untuk permohonan tertentu. Gerejanya teduh. Dominasi warna hijaunya kuat. Banyak umat yang hadir dalam pakaian batik. Sungguh unik, Rasa kental adat Jawa.",Bagus
Terletak di daerah yang ditumbuhi pohon Beringin yang besar. Menjadikan gereja ini terasa teduh dan damai. Bangunan gereja berbentuk pendopo yang besar sehingga ruangannya selalu diisi oleh semilirnya angin. Terdapat bangunan berupa candi yang berisikan patung Yesus dengan pakaian seperti yang dipakai oleh dewa-dewa Hindu.Umat Katholik biasanya berdoa di depan candi tersebut.,Bagus
"Gereja dengan arsitektur yang benar-benar artistik. Sangat sakral untuk ber doa bagi umat Beragama Katolik. Dapat anda kunjungi kapanpun, bila anda berada di kota Yogyakarta ini.",Bagus
Pada saat itu saya berkunjung ke Ganjuran malam hari sebelum peringatan hari ulang tahunnya Ganjuran. Malam itu sedang di dekorasi bunga. Banyak masyarakat semangat untuk menghias dan mempersiapkan sampai larut malam. Sangat indah dekorasinya.,Bagus
"Gereja ini unik dengan patung Yesus di dalam candi,bentuk patung juga sedikit berbeda dengan patung Yesus di gereja umumnya.Agak mirip dengan pendeta hindu.Suasana sangat khusuk dan magis saat berdoa seorang diri di dalam candi tersebut.Banyak teman bertestimoni doanya dikabulkan.",Bagus
"Begitu memasuki gerbang, pengunjung dimanjakan dengan suasana religi sekaligus jawa yang kental. Tempatnya sangat bagus untuk beribadah. Recommended untuk yang ingin mencari suasana lain. Di sebelah luar ada lorong yang berisi display barang - barang kerajinan masyarakat sekitar yang dijual dengan harga murah meriah. ",Bagus
"bagi yang ingin berdoa dengan khusyuk, tanpa melupakan rasa kagum akan arsitektur bangunannya, Gereja Ganjuran adalah tempat yang tepat untuk anda, berziarah rohani sambil merasakan lingkungan yang bersih dan teduh.",Bagus
"Gereja ini terletak di Ganjuran, Bantul .... tidak jauh dari ring-road selatan Yogya.....Gereja ini sangat kental dengan arsitektur Jawa .....Ada Candi dengan Patung Tuhan Yesus berpenampilan adat Jawa .... Belum pernah saya melihak keunikan Gereja seperti di Ganjuran ini ..... dan merupakan alternatif lain bila ingin Ziarah ke daerah Yogya selain ke Sendangsono",Bagus
Tempat yg menarik..masuk dari jalan utama masih jauh...gereja ini semuanya berarsitektur candi..hening...sayang saat sampai.sdh usai kebaktian..kebaktiannya mulai jam 05 30 ..sepertinya ada orang2 yg nginap d pendoponya..lapak2 d parkiran belum ada pada buka..,Bagus
"Sempat kebingungan mencari lokasi gereja ganjuran...berkat bantuan GPS akhirnya sampai...parkir mobil dengan biaya sukarela, masuk disambut gerbang kental dengan arsitektur hindu....masuk ke pelataran gereja....di dekat pintu gerbang utama ada patung bunda maria yang dibuat seperti arca di candi-candi hindu-budha....lanjut ke bangunan utama gereja, bergaya arsitektur jawa, lengkap dengan set gamelan, altar......dan disisi bangunan gereja terdapat rumah doa yang berbentuk candi dengan patung Tuhan Yesus di dalam candi....sungguh simbol akulturasi ajaran kristiani dengan budaya jawa....",Bagus
"Gereja yang bernuansa Jawa, dengan bangunan unik . Bangunan pendopo yang digunakan untuk beribadat .. Dingin, Sakral dan menyejukkan hati.Dilengkapi ruang untuk Mandi Rohani, air yang dipercaya membantu untuk banyak kesulitan dan permasalahan.Ada Bangunan Candi disebelahnya ..",Bagus
"Gereja Ganjuran mereka salah satyu Gereja katolik yang melegenda di Kota Yogyakarta lebih khusus Bantul. Gereja yang beraksitektur Jawa, menjaga nilai-nilai tradisi Jawa hingga candi yang didalamnya terdapat patung Kristus Yesus dengan jubah dan mahkota Raja Jawa Kuno menjadikan Gereja ini memiliki nilai tersendiri dibanding gereja lainnya.. Pada bulan2 tertentu dalam penanggalan jawa, gereja ini melaksanakan ritual jawa yang dibalut dengan tata cara ibadah gereja. Sangat menarik dan penuh makna... Tak heran gereja ini dijadikan oleh sebagian orang tanpa melihat agamanya tempat untuk berkontemplasi hingga meditasi.",Bagus
"Gereja ini cukup unik untuk didatangi. Gereja Katolik ini merupakan gereja tertua di Bantul. Lokasi gereja ini terletak di Ganjuran, Bambanglipuro, Bantul, 17 kilometer di sebelah selatan kota Yogyakarta. Gedung gereja dibuat dengan gaya joglo dan dihiasi dengan ukiran gaya Jawa. Disekitaran gereja ini terdapat candi juga loh. Saya bersama teman-teman penasaran juga untuk mengunjungigereja ini. Lokasi sekitarnya juga bagus.",Bagus
"Karena dulu lokasi kuliah di Jogja, Beberapa kali saya menyempatkan Ke Gereja Ganjuran dan Goa Maria nya. Tempatnya nyaman, adem, bangunana Gereja sangat unik. Diluar bangunan gereja banyak pedagang yang menjual oleh-oleh berupa kerajinana tangan dan cemilan. Tempat mudah di jangkau kurang lebih 1 jam dari daerah Jalan Kaliurang/Gejayan.",Bagus
"Gereja dengan arsitektur berbentuk candi. Tempatnya lumayan jauh dari kota, tapi wajib dikunjungi. Didekat gereja terdapat rumah sakit dan panti asuhan.",Bagus
"Gereja ini adalah gereja Katolik dengan nunsa Jawa. Gereja ini sangat unik, karena tempat ibadahnya bukan di dalam gedung, tapi seperti rumah Joglo dengan ukiran Jawa. Pada saat saya ke tempat ini sedang diadakan misa dan jumlah jemaatnya lumayan banyak. Tidak jauh dari tempat ibadahnya ada Candi Tuhan Yesus, disana kita bisa melihat patung Tuhan Yesus dengan pakaian Jawa yang sangat unik. Banyak orang berdoa dan wisata rohani di tempat ini. Di sini juga ada candi Bunda Maria yang memeluk bayi Tuhan Yesus. Jika anda datang ke Yogyakarta singgahlah ke tempat ini, terutama buat anda pemeluk agama Kristen dan Katolik. Anda bisa melihat perpaduan kekayaan unsur budaya dan agama yang sangat berkesan di tempat ini. Very recommended !",Bagus
disini merupakan tempat peribadatan orang katholik namun mengusung tema alam. suasana nya yang sejuk dan sepi membuat orang yang bersembahyang disni jadi khusyuk.,Bagus
"Gereja ini memiliki tempat ziarah yang dibangun menyerupai candi. Dengan akulturasi budaya, Tuhan Yesus pun digambarkan mirip raja Jawa jaman dulu. Ada juga ritual malam jumat pertama yang dilakukan di depan candi.",Bagus
"Selalu merasakan kehangatan dalam hati saat berada di lingkungan gereja ini. Candi dan gereja berbentuk joglo selalu mengundang untuk mengunjungi. Jangan lupa perhatikan jalan masuk dari Jalan Raya Bantul ke arah gereja, mirip kan dengan Nami Island di Korea?",Bagus
tempat ini bener bener serasa bisa mendekatkan kita dengan Tuhan..patung Yesus hadir dalam nuansa Jawa yang luar biasa...suasananya tenang dan syahdu dan ada cerita indah dibalik dibangunnya tempat ini. MUST GO,Bagus
Jika ingin berdoa dengan tenang disini tempatnya. Tp ingat jangan sampai Malam larut ya. Karena gelap. Penerangannya agak susah....,Bagus
"Walaupun judulnya Gereja, tapi tempat ini mengcover semua agama. Suasana sangat tenang dan damai, jadi saat kita disini lebih kepada mencari kedamaian hati dilakukan lewat keheningan dan meditasi. Patut dicoba saat berkunjung ke Jogja.",Bagus
"cocok untuk merennung sambil wisata religi, sangat tenang suasananya, free tidak dipungut biaya, bisa mengisi air berkat, ada koperasi menjual berbagai macam pernik rohani dan hasil dari anak SMA Stece, ada panti asuhan disamping gereja, sangat rekomen untuk merenung bila sedang bingung",Bagus
"Setiap ada kerinduan ut bdoa k gereja ganjuran sy. Akan dtg .sekedar mencari ktenangan lwt doa.ada toko souvenir,ada warung makan ,ada jg yg jualan E's.parkir ada d kmr mandinersih jg daediakan tempat ut mandi .ada pendopo tempat ptuanatau sekedar bsantai",Bagus
"Saat suasana suntuk, sangat menyenangkan jika berkunjung kesini. Berdoa dan berdiam diri akan membawa perasaan sangat damai :) Jangan lupa minum air pada pancuran ke 4 :)",Bagus
Tempat mencari keheningan yang nyaman. Tempat yang Khusuk untuk berdoa dan bertemu yang Illahi. Arsitektur gereja dibuat kontekstual dengan budaya Jawa. Cara mengkontektualisasikan iman dengan budaya.supaya dapat meresap. Tempat yang selalu saya rindukan kalau berkunjung di Yogyakarta.,Bagus
"Tempat yang bagus untuk berziarah. Bisa juga digunakan untuk rapat bersama OMK. Di sisi lain dekat dengan objek wisata lainnya. Jangan lupa, adorasi di sini. ",Bagus
"Gereja dengan konsep Jawa, tempat untuk berdoa yang unik dan religius. sangat tenang dan damai berada disini. tidak hanya didatangi oleh umat kristiani saja, tetapi juga oleh umat dari berbagai agama.",Bagus
Menurut saya tempat ini positif untuk menenangkan pikiran dan mendekatkan diri kepada Tuhan. Adem suasananya. ,Bagus
Saya sekeluarga mengunjungi gereja Ganjuran untuk berziarah. Altar yg indah dgn nuansa tradisional jawa serta iringan gamelan anak2 yg sedang berlatih membuat jiwa terasa tentram. Suasana tenang dan angin semilir ketika duduk berdoa didepan candi Hati Kudus Yesus juga menambah kesan. Meski lokasi agak jauh dari kota Yogya tapi sangat direkomendasikan buat yg ingin menambah pengalaman ziarah rohani yg unik dan menarik. ,Bagus
"Gerejanya bagus dengan design interior traditional jawa.Ada gamelan set untuk misa. Ruang doanya tenang sekali, dengan ornamen wayangAda semacam candi kecil terbuat dari baru untuk pengunjung naik dan berdoa. Sayang antrinya panjang banget, mungkin saya pergi sewaktu libur panjang.",Bagus
"Di Gereja ini terdapat Candi Hati Kudus Yesus. Banyak pengunjung yang berdoa dan berdevosi di sini. Suasananya sungguh tenang, rapi dan bersih. Setiap malam Jumat Pertama selalu diadakan misa bersama.",Bagus
"Gereja Hati Kudus TUHAN YESUS atau lebih dikenal dengan nama Gereja Ganjuran, terletak di Desa Sumbermulyo, Kecamatan Bambanglipuro, Kabupaten Bantul. Ini adalah gereja yang sarat dengan nuansa Jawa. Hal ini bisa dilihat dari bangunannya yang berbentuk pendopo dan ada pula sebuah candi di samping gedung gereja. Misa harian, mingguan, bulanan dan misa prosesi agung sakramen maha kudus lebih banyak dilakukan dalam bahasa Jawa.Di dalam areal kompleks Gereja Ganjuran ini terdapat beberapa bangunan lainnya, seperti pendopo kecil, pasturan, sekretariat gereja, candi, toko dan kamar mandi umum. Sedangkan di luar pagar gereja terdapat Rumas Sakit Santa Elisabeth dan biara. Di areal parkir, terdapat beberapa toko penjual souvenir khas kristiani.",Bagus
Gereja Katolik dengan nuansa Jawa yang sangat kental. Ada sejenis candi juga untuk berdoa kepada Bunda Maria.,Bagus
"Gereja Katolik yang sangat unik. Sangat kental dengan budaya jawa: dengan arsitektur JOGLOnya, ukiran dan ornamen-ornamennya, dan yang menjadi alasan utama adalah CANDI Hati Kudusnya sebagai tempat ziarah utama.",Bagus
Gereja Ganjuran cukup terkenal di kota Jogjakarta karena merupakan gereja Katolik yang unik. Di gereja ini Goa Marianya mirip bangunan candi.,Bagus
Gereja ini dilapisi dengan warna emas. Di dalamnya terdapat gua Maria dan gua Yesus yang berbentuk candi dan memiliki tangga undakan persis seperti candi. Sehingga bangunan gereja ganjuran memiliki keunikan tersendiri. Selain itu juga di dalamnya terdapat sumber mata air yang bisa kita minum.,Bagus
Dulu waktu aku dan suami belum menikah bahkan berpacaranpun belum. Kami masing - masing pernah meminta untuk bertemu dengan jodoh yang terbaik di Candi Hati Kudus Yesus Ganjuran ini. Waktu kami akan menikah kami novena 9 kali ditempat ini. Sungguh tempat ini betul - betul punya arti khusus bagi kami.,Bagus
Gereja ganjuran adalah tujuan wisata reliji bagi umat nasrani.terletak diselatan kota jogja dan dekat dengan wisata pantai parangtritis,Bagus
"Suasana gereja yang dibangun tahun 1927 sangat tenang membuat peribadatan menjadi khusuk, didukung lingkungan yang asri dengan pemandangan sawah yang hijau sangat cocok untuk merenung. Gereja Ganjuran sangat kental dengan unsur Jawa yang bisa dilihat dari altarnya, sancristi dan doopvont",Bagus
Tempat yang cocok bagi yang dtg untuk Berdoa atau sekedar mengunjungi tempat ini. Suasananya tenang dan udaranya juga sejuk. Tempatnya luas dan Bersih. ,Bagus
"Satu-satunya gereja katholik dengan bentuk candi di jogja. Ganjuran merupakan suatu kawasan gereja dan lingkungan rumah sakit yang memiliki seni tersendiri dari bagian arsitekurnya. Gereja ini tidak hanya didatangi warga sekitar jogja saja, tetapi dari luar jogja bahkan dari luar jawa pun sering datang kemari untuk berdoa.",Bagus
"Gereja Ganjuran menawarkan tempat ziarah yang alami, asri, tenang dan penuh kedamaian. Dari Jogja bisa ditempuh dengan maksimal 1 jam perjalanan via Jalan Parangtritis.",Bagus
"Sering kami sekeluarga ke gereja ganjuran gerejanya unik karena bermodel pendopo sehingga nampak unik, bahkan saya punya pengalaman menghadiri pernikahan di gereja ini dengan mempelai dari india, gereja ini ada tempat doa seperti candi, tempat ini disebut dengan gereja dan candi Hati Kudus Tuhan Yesus....",Bagus
Lokasinya tidak terlalu jauh dari pusat kota. Canti Hadi Kudus Yesusnya menjadi salah satu tempat favorit saya untuk berdoa dan bermeditasi ketika pulang ke Jogja. Tempatnya cukup luas dan cocok untuk berdoa sambil merefleksikan hidup harian yang sudah penuh dengan aktivitas dan kegiatan.,Bagus
"Gereja ini tidak pernah sepi dikunjungi umat kristiani baik di hari biasa maupun hari libur. Kebanyakan orang datang kesini untuk berdoa. Ada Terdapat sebuah candi yg di dalamnya terdapat patung Yesus (versi Jawa). Sebaiknya jika anda datang kesini, menginaplah di pendopo. Suasana yg bagus di gereja ini yaitu pada saat pagi hari.",Bagus
wisata yg murah dgn tiket masuk hanya 10 rb . sangat sepadan dgn pemandangan yg indah. saran sebaiknya menjelang sore jd rdk terlalu panas dan bs melihat sunset di sore hari.,Bagus
Sunset di candi Ijo cukup bagus. Lokasi candi ini hanya berjarak bbrp ratus meter di atas Tebing Breksi.,Bagus
"Candi ini (katanya) merupakan candi tertinggi di Jogja. Lokasinya memang didataran tinggi. Kalau mau kesana, pastikan kendaraan dalam kondisi yang sehat karena jalanannya cukup sempit, dan cukup terjal. Bangunannya sendiri terdiri dari beberapa candi kecil yang masih kokoh berdiri dan ada beberapa reruntuhan juga. Pemandangannya cantik banget, karna kita bisa lihat kota Jogja dari ketinggian. Lokasinya juga dekat Tebing Breksi jadi bisa sekalian jalan.",Bagus
"mampir setelah menjalankan tugas di prambanan, lokasi benar2 istimewa, viewnya bagus banget, candinya bagus walaupun jalannya cukup menanjak dan terjal serta agak jelek jalurnya. parkir juga tersedia dan ada jajanan kecil, sayang belum ada resto unik di lokasi tsb. layak dikunjungi",Bagus
"Setelah menempuh perjalanan yang cukup panjang selama kurang lebih 8 jam dari Kabupaten Pangandaran Provinsi Jawa Barat, tibalah saya di salahsatu kota yang setiap sudutnya berisi romantisme dan kenangan yakni Kota Yogyakarta.Tepat pukul 16.00 WIB saya tiba di terminal bus Giwangan, Yogyakarta. Dari sinilah saya mulai bertanya kepada diri sendiri hendak kemana sore ini. Kupegang gawai, lantas kemudian kucoba mencari apa yang menarik saat sore hari di Yogyakarta melalui search engine di smartphone.Lantas kemudian munculah beberapa pilihan tempat yang asyik dinikmati saat senja. Satu diantaranya Candi Ijo, salahsatu bangunan bersejarah dengan corak hinduisme yang konon dibangun pada abad 10-11 masehi ini merupakan salahsatu spot favorit untuk menikmati sunset.Selain sunset, dari candi ijo yang terdapat di ketinggian sekitar 375 meter diatas permukaan laut (mdpl) di Dusun Groyokan, Desa Sambirejo Kecamatan Prambanan, Kabupaten Sleman Daerah Istimewa Yogyakarta.Ini bisa digapai dengan jarak sekitar 21 KM dari terminal Giwangan dan waktu tempuh diprediksi mencapai 31 menit. dari sini juga bisa menikmati landscape kota dan hilir mudik pesawat di Bandara Adisucipto.""Secara, ini zaman sudah serba digital, tinggal klik maka semua informasi bisa dengan mudah didapat,"".Tidak kurang dari 20 menit, saya terus mecoba mengumpulkan informasi di handphone, dari mulai cuaca, jam matahari terbenam sekaligus estimasi biaya untuk mencapai Candi Ijo.""Setelah dicek, ternyata jam yang pas untuk melihat senja pada tanggal (11/12) yakni sekitar pukul 17.49 WIB dan kebetulan cuaca diprediksi cerah,"".Tak mau menunggu lama, saya langsung bergegas membuka salahsatu aplikasi penyedia jasa ojek yang bisa mengantar ke lokasi. Meskipun dengan harga ojek yang relatif mahal sekitar Rp 56 ribu dari Terminal Giwangan ke Tebing Breksi dan tiket masuk sekitar Rp 5 ribu, ini bisa terbayar dengan keindahan yang akan didapat.Namun sayang karena demi keamanan, sekitar pukul 18.00 WIB, Candi Ijo ini harus bersih dari pengunjung. Kalaupun mau mengambil gambar dimalam hari dan menerbangkan drone, wisatawan wajib menempuh izin kepada petugas.""Ya saya harap pemerintah setempat bisa segera membuat regulasi khusus mengenai transportasi setiap kawasan wisata, ini supaya pengunjung bisa dengan mudah menjangkau karena tidak semua wisatawan menggunakan kendaraan pribadi,"".",Bagus
"pengalaman yang sangat menyenangkan saat berada di candi ijo, memandang kota jogja dari ketinggian dengan udara yang sejuk membuat hati tenang. dengan ramainya animo wisatawan yg berkunjung ke tempat ini, sangat di sarankan pengelola harus lebih memperhatikan infrastruktur seperti tempat duduk dan penunjuk arah di mana masuk dan keluar area. juga adanya pemandu wisata atau papan informasi mengenai sejarah candi. masih banyak wisatawan yang duduk di atas arca candi sehingga sangat menggangu saat kita ingin melihat candi tersebut atau hanya sekedar mengambil foto. ",Bagus
"terlekat di wilayah Kalasan, candi ini berada didataran yang cukup tinggi, dibuktikan dengan adanya kabut yang kerap ada kala mendung. Jalanan untuk mencapai candi ini memang sedikit terjal, tetapi pemandangannya tetap worth it, dengan harga tiket super murah.",Bagus
"Tempat ini sebelumnya bukan menjadi tujuan kami saat ke Jogja, namun saat melihat penunjuk arah jalan yang bertuliskan arah ke Candi Ijo, kami meminta supir mobil sewaan untuk mengarahkan mobil ke Candi Ijo. Diluar dugaan, ternyata suasana yang tenang dan pemandangan yang indah membuat kami betah berlama-lama ditempat ini. Kompleks Candi Ijo ini tidak besar dan suasananya sangat tenang dengan hembusan angin sepoi-sepoi seakan mendukung kegiatan berfoto ria kami. ",Bagus
"Candi ijo adalah candi agama Hindu yang terletak di puncak bukit. Candi ini baru ditemukan oleh dinas purbakala setelah berabad-abad tertimbun tanah, melihat kondisinya candi ini lebih tua dari candi-candi lainya disekitar yogyakarta. Dari pelataran cadi ini kita bisa melihat pemandangan yang indah. Serta kita berfoto selfi disekitar candi seperti lereng ijo.",Bagus
"kalo kesini menjelang sore bisa sekalian hunting sunset, tiket masuk cuma 5 ribu, dan view nya bagus banget bisa liat runway airport juga tidak jauh dari tebing breksi",Bagus
Foto-foto disini bagus pada saat siang menjelang sore. Lebih baik pakai kamera besar lebih bagus hasilnya ,Bagus
"Suka banget pemandanganx bukan hanya candix yg keren... Pemandangan pas sunsetx itu loh yg paling di tunggu"" pengunjung... Pokokx g nyesel deh ke sini",Bagus
Menurut saya Candi ini yang memberikan kesan berbeda dibanding dengan candi-candi lainnya. Karena dari candi ini kita bisa menikmati sunset yang indah plus pemandangan kota Jogja. Letaknya juga dekat dari kota cuman 30-45 menit dan cocok untuk pergi bersama pasangan. Oh iya masuknya juga gratis.,Bagus
